,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,Target
2763,omar-alkadi-8b370a208,Flutter Android Computer Vision                                               , Damascus University, , ,Mobile Application Developer Mostaql.com | مستقل,Android Developer Al Resalah Digital Technology, , ,Mobile App Developer
2764,niwantha-ranawaka-1a1384166,Java Android Studio Mobile Application Development C Programming Language Flutter Web Development User Interface Design REST API Application Programming Interfaces Frontend Design                                        , Sri Sumangala College ,Software Engineer NSBM,High School Diploma ANC - NetAssist International,Mobile Application Developer MyDoctor I My Health Solutions (Private) Limited, , , ,Mobile App Developer
2765,m-konar,Java JavaScript Cascading Style Sheets CSS Programming ASPNET Public Speaking Microsoft Office PostgreSQL Nodejs Arduino Team Leadership English C Microsoft SQL Server Haskell Charity Work Creative Problem Solving html prolog                               ,Bachelor's degree The German University in Cairo, , ,Mobile Application Developer IBM,Programming tutor for children Sohbat El-Kheir,Marketing Team Lead RFY- Run For Yellow club @ GUC,Marketing Team Lead Hashtag ,Mobile App Developer
2766,walaaomar,Java Android Development Android Studio Mobile Application Development ObjectOriented Programming OOP User Interface Design Google Material Design Teamwork Mobile Applications ModelViewController MVC Analytical Skills Engineering User Experience UX Application Development Database Administration Kotlin Application Programming Interfaces Problem Solving Android SDK iOS Development Modelviewviewmodel MVVM Swift Programming Language Android Design Design Principles Information Systems ModelViewPresenter MVP Retrofit RxAndroid RxSwift Learn New Software Quickly Playback Data Integrity Data Governance clean artitcure swift                ,Bachelor's degree Tafila technology University, , ,Mobile Application Developer eCommerce Arabia - Erabia,Android Developer Access To Arabia,Android Developer Trainee MenaITech,System Support Engineer Orange Jordan,Mobile App Developer
2767,mahmoudelbokl,Java Mobile Application Development Leadership Time Management ObjectOriented Programming OOP Flutter Android Teamwork Firebase Algorithms Dart Self Learning Problem Solving Crossplatform Development                                    ,Bachelor of Science (B.S.) Benha University, , ,Mobile Application Developer | Flutter Developer Waffarha,Mobile Application Developer One Tec Group L.L.C,Mobile Application Developer One Tec Group L.L.C,Mobile Application Developer MinvoTech,Mobile App Developer
2768,abdalrahman-ayyash-647264159,Computer Science JavaScript Android Development Mobile Application Development Leadership Programming Public Speaking Flutter Android Web Development AngularJS Angular Material Research Team Leadership English Mobile Applications Ionic Framework Firebase Google Maps API Project Management Google Cloud Platform GCP Management Team Management Program Development Product Development Application Development Application Programming Interfaces Training iOS Development Crossplatform Development iOS Business Development Google Analytics ionic Application Security Google Maps iPhone Application Development Arabic iPhone Training Development Youth Leadership Programmers        ,Bachelor of Arts - BA BAU, , ,Senior Mobile Application Developer and Web Developer IRIS PRO,Senior Mobile Application Developer IRIS Co.,Mobile Application Developer Creative Youths Company, ,Mobile App Developer
2769,shamsalii,Java Android Development Android Studio Mobile Application Development Communication Programming RESTful WebServices ObjectOriented Programming OOP Flutter Android Git User Interface Design Teamwork Mobile Applications Bitbucket Firebase Agile Methodologies JSON ModelViewController MVC Postman API REST API Dart Kotlin Cloud Firestore Problem Solving Android SDK iOS Development Crossplatform Development Modelviewviewmodel MVVM Wireframing Mobile Application Design State Management Software development Providers                ,Bachelor of Science (BS) National College Of Business Administration & Economics,Intermediate Government Islamia College Civil Lines,"SSC CDG Boys High School, Lahore",Flutter Developer Cyber Advance Solutions,Android Developer || Flutter Developer Alfa Mohuha, , ,Mobile App Developer
2770,mohammad-abu-lubad-40860711b,Java Android Development HTML Cascading Style Sheets CSS Mobile Application Development HTML Software Development SQL MySQL C Microsoft Office Linux Android Git Data Analysis Python Microsoft Excel Visual Studio Teamwork Mobile Applications Firebase Google Maps API Agile Methodologies C Management JSON Microsoft SQL Server Microsoft Azure Github Version Control Artificial Intelligence UnityD R Problem Solving Android SDK Speech Recognition Game Development RStudio Swift Programming Language SwiftUI Google API Mobile Games Google Maps Data Cleaning Merchandising R Markdown API   ,Bachelor's degree Al-Albayt University, , ,Mobile Application Developer Tahaluf Al Emarat Technical Solutions تحالف الإمارات للحلول التقنية,Mobile Application Developer Certacure,Android Developer Tata Consultancy Services,Technical Support Cloud Data Solutions,Mobile App Developer
2771,ahmed-shaker-40a41995,Java Android Development Cascading Style Sheets CSS Android Studio Mobile Application Development Programming SQL Databases Time Management Public Speaking RESTful WebServices ObjectOriented Programming OOP Flutter Android User Interface Design Teamwork English Mobile Applications Firebase Management JSON XML SQLite Dart GitHub Web Services Kotlin Problem Solving Android SDK Design html Android Design Android Jetpack RxJava Room Database Arabic Android developer Ability to learn new Technologies Quality in performance Android Architecture Components Accuracy in design         ,Bachelor of Commerce - BCom Advanced Academy, , ,Flutter developer eMarketingo,Android Developer Malak_mediacom,Android developer Ebda3,Android Developer Captiva,Mobile App Developer
2772,real-sarkhanbayli-7a6b0a103,Java Android Development Communication Software Development MySQL Spring Framework Flutter Git Research Teamwork English Firebase JSON REST APIs Analytical Skills iOS Development RxJava                                 , Baku Engineering University, , ,Mobile Application Developer Creative Advanced Technologies,Mobile Application Developer New Tribe Agency,Mobile Application Developer BestComp Group,Mobile Application Developer Teammers,Mobile App Developer
2773,melisaozturk,C HTML SQL CSS C Flutter Git OOP REST API Swift iOS iOS Uygulamas Gelitirme Processing                                     ,Teknoloji Fakültesi Celal Bayar Üniversitesi,Bachelor's degree Politechnika Częstochowska, ,Mobile Application Developer Paraşüt,iOS Developer Etstur,Jr IOS Developer Bumin Yazılım,Stajyer Oktilyon internet hizmetleri,Mobile App Developer
2774,ridhdhi-gajera-959936209,Java HTML C Programming Language ASPNET Web API Flutter Android English Firebase Dart Sqlit                                        ,Bachelor of computer application Saurashtra University,Bachelor of computer application SHREE K.P. DHOLAKIYA INFOTECH MAHILA COLLEGE-AMRELI, ,Sr. Mobile Application Developer Divine Systems, , , ,Mobile App Developer
2775,athar-hasan-274838203,Java Android Development Mobile Application Development ObjectOriented Programming OOP Flutter JSON XML Dart                                          ,Bachelor's degree Assiut University, , ,Application Developer , , , ,Mobile App Developer
2776,abdallah-osama-746b971b9,JavaScript Firebase flutter SDK  IOS  Dart programming language Flutter Widget                                        ,Bachelor of  Nile Academy For Engineering, , ,Mobile Application Developer Alalmiya Alhura - العالمية الحرة,Team Manager potato media,Mobile Application Developer Semi Colen,مهندس برمجيات Tqnee,Mobile App Developer
2777,belal-gamal-0,Programming ObjectOriented Programming OOP Flutter Data Structures Dart                                             ,Bachelor's degree Tanta University, , ,Mobile Application Developer QubitKa Software House,Mobile Application Developer CloutSoft - IT,Frontend Developer CloudSoft - IT, ,Mobile App Developer
2778,alaa-alaraby,Java Cascading Style Sheets CSS HTML C Programming Language MySQL Flutter Android Teamwork Firebase ionic                                        , Information Technology Institute (ITI),Bachelor's degree Engineering,International General Certificate of Secondary Education IGCSE,Flutter Developer Inspia Egypt, , , ,Mobile App Developer
2779,bugragoksu,Java Linux Flutter Android Python Swift Yazlm Gelitirme OOP Nesne Ynelimli Programlama Programlama                                         ,Lisans Derecesi Mersin Üniversitesi,Bachelor's degree ESTG - Politécnico do Porto,Lisans Derecesi Mersin Üniversitesi,Mobile Application Developer Paraşüt,Lead Application Developer Huma Breath,Software Developer Intern Kartaca,Software Developer NFO Digital,Mobile App Developer
2780,coderalmamun,Java Android Development Mobile Application Development Python Programming Language C Programming Language Flutter Android Git GitHub Kotlin Android SDK Swift Programming Language RxJava                                     ,Bachelor of Science - BS International University of Business Agriculture and Technology, , ,Mobile Application Developer Tech DSF,Android Developer Fiverr, , ,Mobile App Developer
2781,kishan-kacha-60936617a,Java Android Studio Mobile Application Development Flutter Kotlin                                             ,Master of Computer Applications - MCA Mahraja Krishnakumarsinhji Bhavnagar University , , ,Mobile Application Developer Adorebits Technology,Android Developer Shivinfotech.co, , ,Mobile App Developer
2782,kogilan,Java JavaScript Android Development Leadership Software Development NET Framework MySQL Nodejs React Native Git AngularJS Cloud Computing MongoDB Management JavaFX XML ModelViewController MVC Microsoft SQL Server Amazon Web Services AWS Expressjs Analytical Skills Version Control Visual C Kotlin ModelViewPresenter MVP                         ,BSc (Hons) in Information Technology  Asia Pacific University of Technology and Innovation (APU / APIIT),Diploma in Information Technology with a Specialism in Software Engineering Asia Pacific University of Technology and Innovation (APU / APIIT), ,Mobile Application Developer Jocom Mshopping Sdn bhd,Web & Mobile Developer Freelancing,Web Developer (Intern) PETRONAS ICT Sdn Bhd,Incident Operations Coordinator DXC Technology,Mobile App Developer
2783,mansi-sharma-35051118b,                                                 , , , ,Mobile Application Developer Application Specialist Kompany (ASK), , , ,Mobile App Developer
2784,sachita-goel-92216719a,                                                 , , , ,Mobile Application Developer Philon Technologies Pvt Ltd., , , ,Mobile App Developer
2785,swati-kharbanda-9b5397165,                                                 , , , ,Mobile Application Developer Mobile Marketing Association, , , ,Mobile App Developer
2786,mjohnson24,Java Android Development PHP HTML Software Development SQL Databases MySQL CSS C Android Mobile Applications Firebase C Data Structures Amazon Web Services AWS NoSQL Android SDK HTML ObjectiveC Google App Engine iOS Google Cloud Platform iOS development                          ,Bachelor of Arts (B.A.) Emory University, bolton, ,Mobile Application Developer Cricket Wireless,Mobile Solutions Architect Verizon,"Mobile Application Developer Turner (Turner Broadcasting System, Inc)",Senior Mobile Application Developer Philips,Mobile App Developer
2787,viradhanus,Java Mobile Application Development SQL Python Programming Language Flutter Team Leadership Firebase Self Learning Drupal Computer Engineering                                        ,Scholarship National Institute of Technology Calicut, Rahula College - Matara, Rahula College - Matara,Microsoft Learn Student Ambassador Microsoft,Program Team Lead - IEEE Student Branch University of Peradeniya,University Explorers Club Member University of Peradeniya,Undergraduate Student University of Peradeniya,Mobile App Developer
2788,sonia-reddy-143093188,JavaScript Mobile Application Development Core Java Data Structures iOS Development                                             ,"Bachelor's degree Swami Vivekananda Subharti University, Meerut", , ,Mobile Application Developer HCL Technologies, , , ,Mobile App Developer
2789,funda-ese-90863814a,Java HTML CSS Android React Native Git Kotlin React Mobil Uygulamalar Android Gelitirme OOP Nesne Ynelimli Programlama SDK                                      ,Lisans Derecesi Karadeniz Teknik Üniversitesi, Universidad de Castilla-La Mancha, ,Mobile Application Developer Huawei,Software Engineer Intern NETAŞ, , ,Mobile App Developer
2790,elina-hovakimyan,JavaScript PHP HTML Communication Leadership Software Development Programming Reactjs Bootstrap CSS Time Management Presentation Skills FullStack Development ObjectOriented Programming OOP Frontend Development Nodejs Web Development React Native Git Web Design jQuery WordPress TypeScript Teamwork Team Leadership Redux Project Management Agile Project Management Team Management GraphQL Expressjs Responsive Web Design Engineering Representational State Transfer REST Scrum Software Project Management Web Technologies Interpersonal Skills MobX Organization Skills JavaScript Libraries ECMAScript ESLint Ant Design MaterializeCSS Gatsby Jest Software as a Service SaaS Babeljs Browserify,Bachelor's degree American University of Armenia,High School Anania Shirakatsy Armenian National Lyceum Educational Complex, ,Mobile Application Developer Vialma,Mobile Application Developer Globbing,Software Engineer Crowdbotics,Senior Frontend Developer OverIP,Mobile App Developer
2791,kouartsi,Java JavaScript HTML SQL CSS Android Nodejs Git Firebase MongoDB JSON XML Expressjs Nginx Retrofit Oracle Application Express Programmation Gestion de projet Gnie logiciel OkHttp Traitement numrique des images Mini MBA Glid socketio                          ,M2 Université du 8 mai 1945 Guelma, , ,Mobile Application Developer Elastic Solutions,Mobile Software engineer and tester Condor Algérie,Développeur applications AQUASafe ALG, ,Mobile App Developer
2792,soni-rawani-0aa19619a,JavaScript PHP HTML Cascading Style Sheets CSS Mobile Application Development Bootstrap C Programming Language Core Java AngularJS Ionic Framework SASS JSON                                      ,Master of Computer Applications - MCA Asansol Engineering College 108, , ,Mobile Application Developer CLAPE TECHNOLOGIES LIMITED, , , ,Mobile App Developer
2793,abdulrahmanali19,Java Android Development Android Studio Information Technology SQL C Programming Language Flutter Android Git java Firebase C JSON Data Structures Adobe Photoshop Networking SQLite IntelliJ IDEA Operating Systems GitHub Kotlin Cloud Firestore Android SDK xml Software Engineering Practices Modelviewviewmodel MVVM dart Team Workshops Android NDK Android Design Android Jetpack RxJava Retrofit honest hardworking fast learner              ,Bachelor of Education - BEd New Cairo Academy, Russian Culture Center, Udacity,Mobile Application Developer Enactus NCA,Java Instructor  Bdaya Team, , ,Mobile App Developer
2794,amr-abdelfatah-,Java JavaScript Mobile Application Development Software Development Programming SQL Python Programming Language C ObjectOriented Programming OOP Microsoft Office Flutter Android User Interface Design Photoshop C OOP Program Development Application Programming Interfaces Problem Solving Android SDK UIUX IT   kotlin Google Maps   Android Android                    ,"Good Faculty of Electronic Engineering, Menoufia University", , ,Mobile Application Developer Upwork,Instructor YouTube,Android Developer Freelancer.com,Flutter Developer GREAT FUTURE TECHNOLOGY PRIVATE LIMITED,Mobile App Developer
2795,jassi-prit-3b0531172,Java Android Development Flutter React Native Ionic Framework iOS Development                                            ,Master of Technology - MTech Punjab Business School,Master of Science - MS Jharkhand Rai University, ,Mobile Application Developer imperial IT Pvt. Ltd.,App Developer AEP Industries, , ,Mobile App Developer
2796,pallawi-gupta-746232166,                                                 , , , ,Mobile Application Developer MobileCoderz Technologies Private Limited, , , ,Mobile App Developer
2797,aishwarya-surana-react-native-developer-7a1a89a4,Computer Science Java Android Development C Cascading Style Sheets CSS HTML SQL Reactjs MySQL Core Java Public Speaking Android React Native WordPress Teamwork Team Leadership English Mobile Applications C JSON Servlets SQLite NetBeans Github Strategic Thinking Eclipse Team Building Engineering Hindi Anchors Listen                   ,Master of Technology (M.Tech.) Davv,Master of Technology (MTech) South Indian Cultural Association Senior Secondary School, ,"Mobile Application Developer Groww, India",React Native Developer Enparadigm Performance Solutions Private Limited,Mobile Application Developer Clecotech,Android Developer intern SRS Valutech,Mobile App Developer
2798,midhun-ms-46021491,Android Development HTML Core Java Flutter Android React Native Mobile Applications JSON XML Kotlin                                        ,Bachelor of Engineering (BE) LITES, S V V Nilayam Neyyatinkara, ,Mobile Application Developer Zoondia Software Pvt Ltd,Android Developer Prateek Apparels Pvt. Ltd.,Android Developer Android Developer at Mydeals 247 Pvt.Ltd,Android Developer Brains Trust Technologies Pvt Ltd,Mobile App Developer
2799,zameermfm,Java JavaScript PHP Cascading Style Sheets CSS Android Studio HTML Software Development Web Applications SQL ASPNET MySQL CSS C ObjectOriented Programming OOP Linux Android Web Development React Native WordPress Windows Mobile Applications Ionic Framework Network Security C Agile Application Development JSON XML ModelViewController MVC Microsoft SQL Server Entity Framework NET SQLite Social Media Web Services WCF Services Web Project Management Windows Server iOS Development Joomla Xamarin ObjectiveC iOS Network Administration PhoneGap Firewalls Subversion Core Graphics Cocoa Touch Content Management Effective Communication,Master's degree University of Westminster,B.Sc SLIIT, ,Senior Technical Consultant (Remote) Techletics,Senior Software Engineer - Mobile Ascentic,Software Engineer - Mobile Ascentic Ltd,Software Engineer - iOS Yosso,Mobile App Developer
2800,hiteash-nikamh,Java JavaScript PHP C Cascading Style Sheets CSS HTML Leadership Software Development SQL Python Programming Language Reactjs NET Framework MySQL Public Speaking Microsoft Office Spring MVC Research Microsoft Excel Microsoft Word PowerPoint Windows Teamwork Agile Methodologies C MongoDB Management Hibernate Team Management Amazon Web Services AWS Customer Service Maven Strategic Planning Social Media Event Planning                ,Master of Science - MS Binghamton University,Bachelor of Engineering (B.E.) Vishwakarma Institute of Information Technology, ,Software Developer Johnson & Johnson,Full Stack Developer Global Health Impact Project,Student Employee Sodexo,Mobile Application Developer RTC Tracking ,Mobile App Developer
2801,mahdi-chahrfeddine,Java JavaScript HTML SQL Linux Flutter Python Big Data Java Enterprise Edition PLSQL Docker GitHub Kotlin Scrum Dveloppement Android Mthodes agiles Intelligence artificielle Services web RESTful Feuilles de style en cascade CSS Dveloppement web backend                              ,Diplôme d'ingénieur Institut Supèrieur des Sciences Appliquées et de Technologie de Sousse - ISSAT Sousse, , ,Mobile Application Developer Diginov tunisie,Stagiaire PFE Proxym Group,Développeur Android Tildah,Développeur back-end Tildah,Mobile App Developer
2802,shanmanage,Java JavaScript PHP Cascading Style Sheets CSS Mobile Application Development Laravel HTML SQL Python Programming Language C Programming Language MySQL Spring Boot Linux Flutter Android C JavaFX Data Structures Angular Vuejs CodeIgniter Dart Java Swing Java Database Connectivity JDBC GitHub Programming Languages vs code                       ,Bachelor's degree University of Colombo School of Computing, , ,Remote - Full Stack Developer - Mobile and Web Application Awalan-QA,DevOps Engineer X.O Concepts (Private) Limited, , ,Mobile App Developer
2803,ranjanadangol,Java JavaScript Android Development PHP HTML C HTML Software Development Programming Reactjs MySQL CSS C ObjectOriented Programming OOP Android Git Mobile Applications C JSON XML OOP Swift Eclipse Object Oriented Design Test Driven Development Design Patterns Data Entry iOS Development HTML Software Design ObjectiveC Critical Thinking iOS Xcode Subversion Core Data State Management             ,Master's degree Charles Sturt University,Secondary Schooling Tribhuvan Vishwavidalaya, ,Mobile Application Developer Expedo,Mobile Application Developer Innovent Software,Mobile Application Developer(Android & iOS) Freelance/Contract,Founding Partner & Coordinator & Graphic Designer MEESA Nepal,Mobile App Developer
2804,doniaashraf,Java Android Development C Android Studio Mobile Application Development Software Development ObjectOriented Programming OOP Mobile Applications Project Management Agile Methodologies C Swift Software Design Patterns Kotlin ObjectiveC Programming Languages iOS Android Design Kotlin Coroutines Retrofit RxSwift                             , Information Technology Institute (ITI),Faculty of Computer and Information Suez Canal University, ,Android Developer Freelancer.com, , , ,Mobile App Developer
2805,amir-hamza-005a011aa,Mobile Application Development SQL Flutter Web Design WordPress Dart Engineering django Shopify                                         , , , ,Mobile Application Developer Flutter by Google, , , ,Mobile App Developer
2806,elelemy,Java Android Development Android Studio C ObjectOriented Programming OOP Microsoft Office Linux Teamwork Firebase Management JSON XML SQLite Android SDK Gradle Android Design Linux System Administration android API                               ,Bachelor's degree Faculty of Compter and Information menofeia university , El-Sadat secondary school, ,Mobile Application Developer EffVision Business Solutions, , , ,Mobile App Developer
2807,samra-khan-32a4b6150,Computer Science Java Android Development Android Studio Mobile Application Development SQL C Programming Language C Microsoft Office Flutter Android Visual Studio Mobile Applications Firebase Cloud Computing Microsoft Azure Adobe Photoshop REST APIs Dart Eclipse Application Development Adobe Illustrator Cloud Firestore Android SDK Programming Languages Mobile Technology android Fcm                      ,BSCS fatima jinnah women university, , ,Junior Mobile Application Developer PKTEAM,android developer Fiverr,Web Developer ibrandify,community work National Savings Bank,Mobile App Developer
2808,victory-sam-a9a821128,Java Leadership Software Development Microsoft Office Flutter Android Research Microsoft Word Teamwork JSON XML Social Media Project Planning Kotlin Microcontrollers Android SDK Technical Support Computer Repair Computer Literacy Payment Systems RxJava fast learner Payment Card Processing EMV ISO                         ,Bachelor's degree University of Uyo, , ,Mobile Application Developer Global Accelerex Ltd.,Software Developer Global Accelerex Ltd.,Android Developer Start Innovation Hub Nigeria,EMIT Intern ExxonMobil,Mobile App Developer
2809,-pankaj-bhalala-500530b4,PHP Leadership ASPNET Core Java Public Speaking Microsoft Office Research Microsoft Excel Microsoft Word PowerPoint Project Management Management Customer Service Swift iOS Development ObjectiveC Visual Basic NET VBNET Swift Programming Language iOS                               ,"Master of Science - MS Kadi Sarva Vishwavidyalaya, Gandhinagar","Bachelor's degree VIRANI SCI. & SHRI YOGIJI MAHARAJ ARTS, COMMERCE & SCIENCE - RAJKOT", ,Mobile Application Developer o2h technology,Software Engineer (iOS) Solution Analysts,iOS Developer XongoLab Technologies LLP,iOS Developer leeway infotech,Mobile App Developer
2810,samet-yabalak-3871731b0,Java JavaScript HTML Cascading Style Sheets CSS Mobile Application Development HTML SQL Python Programming Language Bootstrap ASPNET Core NET Core NET Framework ASPNET ASPNET MVC ASPNET Web API Spring Framework ObjectOriented Programming OOP Spring Boot Linux Flutter PostgreSQL Android Nodejs React Native Git jQuery Deep Learning Firebase JSON ModelViewController MVC Vuejs Docker Dart Java Swing Java Database Connectivity JDBC Responsive Web Design OpenCV Cloud Firestore Raspberry Pi Red Hat Linux Aratrma Mobil Uygulamalar Bilgisayarla Grme Kullanc Arabirimi Tasarm Linux Sistem Ynetimi Sunucular Object Detection   ,- Selcuk University, , ,Mobile Application Developer EVAM,Software Engineer Konuşarak Öğren,Intern Gantek Technology,Intern Farknet Telekomünikasyon ve Bilişim Hizmetleri Ltd. Şti.,Mobile App Developer
2811,ons-ben-hadj-sghaier-91495519a,Java Communication Leadership Information Technology Microsoft Office Teamwork Android SDK Marketing Dveloppement Android Formation Gestion de projet Anglais                                      ,Bachelor of Engineering - BE Ecole Polytechnique de Sousse,Licence Appliquée en Sciences et Technologies de l'Information ESSTHS - École Supérieure des Sciences et de la Technologie de Hammam Sousse, ,Mobile application developer  Afia tech  / From July 2020 to September 2020,Executive assistant Université de Technologie Sousse, , ,Mobile App Developer
2812,sheetal-sharma-447914164,                                                 , , , ,Mobile Application Developer MobileCoderz Technologies Private Limited, , , ,Mobile App Developer
2813,khadija-daruwala,Java JavaScript Android Development HTML Cascading Style Sheets CSS Mobile Application Development HTML Leadership Software Development Microsoft Office Linux Ubuntu Android TypeScript Mobile Applications Ionic Framework Firebase C JSON ModelViewController MVC Angular Team Management Swift GitHub Test Driven Development Problem Solving Continuous Integration Unit Testing iOS Development ObjectiveC Apache Cordova Swift Programming Language Design Thinking iOS Xcode Design Principles Core Data iPhone Application Development App Store Realm Database Core Animation Cocoa Touch CircleCI Logical Approach      ,Bachelor of Science (BSc) Narsee Monjee College of Commerce and Economics,Maharashtra State Board - HSC Jai Hind College, St. Teresas Institute of Education C/o St Teresas Convent S V Road Santacruz Mumbai 400 054,Mobile Application Developer Curve Tomorrow,iOS Developer NeoSOFT Technologies (A CMMi Level 5 Organization), , ,Mobile App Developer
2814,mohamed-khaled-b0285aa3,Java JavaScript Android Development PHP Cascading Style Sheets CSS Mobile Application Development HTML SQL ASPNET MySQL C ObjectOriented Programming OOP Flutter Android Git java Firebase Agile Methodologies C JSON XML Microsoft SQL Server REST API Dart SQL Server Reporting Services SSRS Kotlin Cloud Firestore Android SDK Microsoft Power BI iOS Development ObjectiveC Modelviewviewmodel MVVM Swift Programming Language iOS Android Design iOS Design RxJava ModelViewPresenter MVP Retrofit RxSwift Payment Gateways Microsoft Dynamics volly FCM Alamofire     ,Bachelor's degree Helwan University Cairo, , ,Mobile Application Developer Khales,Mobile Application Developer e-finance,Mobile Application Developer Marketing Home Group,Mobile Application Developer TRF,Mobile App Developer
2815,jawhar-sivagnanam-b24509190,Java JavaScript PHP Laravel Python Programming Language C Programming Language ASPNET Core MySQL ObjectOriented Programming OOP Linux Flutter Nodejs Microsoft Word Firebase Data Structures Algorithms Angular Dart GitHub Problem Solving                              ,Bsc (Hons) In Computing and information systems Sabaragamuwa University,"advanced diploma in networking and cyber security Winsys city campus, bambalapitiya", ,Mobile Application Developer (Flutter) Speed IT Viewer,Trainee Mobile App Developer (Flutter) Speed IT Viewer,Trainee Software Engineer Scienter Technologies (Pte) Ltd,Human Resources Assistant HSBC,Mobile App Developer
2816,vee-trace-42a6591b2,                                                 , , , ,Mobile Application Developer Vee tech, , , ,Mobile App Developer
2817,vmprashantk,JavaScript C HTML CSS jQuery Firebase C Swift ObjectiveC Swift Programming Language Auto Layout                                       ,Master’s Degree Kurukshetra University,BCA Govt. College Tigaon faridabad, ,Mobile Application Developer Zupe Technology Pvt. Ltd. ,iOS Developer Code Brew Labs,Ios Developer Webastral Infotech,IOS Developer ToXSL Technologies Pvt Ltd,Mobile App Developer
2818,melih-ilhan,Java JavaScript HTML Reactjs CSS Spring Framework Flutter Android React Native Kotlin iOS ngilizce Web Gelitirme Android Gelitirme Mobil Uygulama Gelitirme iOS Gelitirme Almanca                                 ,Lisans Derecesi Haliç Üniversitesi, , ,Mobile Application Developer Digiturk,Mobile Application Developer İnomera ,Intern Sanalogi,Engineering Intern BELBİM Elektronik Para ve Ödeme Hizmetleri A.Ş.,Mobile App Developer
2819,taher-fawaz-0141b9168,Java JavaScript Cascading Style Sheets CSS Mobile Application Development HTML Programming SQL Python Programming Language Reactjs C FullStack Development Flutter Android React Native Git Mobile Applications Microsoft Visual Studio Code Firebase Agile Project Management Database Development BackEnd Web Development JavaSE JSON Jira REST APIs SQLite REST API Dart GitHub Reduxjs Unity Unit Testing iOS Development Game Development FrontEnd Development Swift Programming Language SwiftUI Xcode Mobile Application Design Mobile Game Development Task Management State Management Android Framework gRPC Jira Service Desk Event bus ffi   ,Bachelor's degree Higher Institute ForEngineering &Technology, , ,Senior Mobile Application Developer ashtar.app,Mobile Application Developer VA computing,Frontend Developer Active interactions,Flutter developer Freelancer.com,Mobile App Developer
2820,savadmv333,Java JavaScript Android Development PHP Cascading Style Sheets CSS Android Studio RESTful WebServices Flutter Web Development Google Material Design Mobile Applications Bitbucket Firebase Google Maps API JSON Adobe Photoshop SQLite Dart Android Testing Retrofit Google Maps Bloc Virtual Reality VR Payment Gateways fabric Mobile VoIP amplify                       ,Bachelor's degree Visvesvaraya Technological University, , ,Mobile Application Developer The Zig,Mobile Application Developer The Zig,Senior Application Developer Fegno Technologies,Senior Application Developer Neoline info Solutions Pvt. Ltd.,Mobile App Developer
2821,talha-sahi-303933156,Java PHP Cascading Style Sheets CSS HTML SQL C Programming Language ObjectOriented Programming OOP Android Web Development WordPress Microsoft Word Firebase Project Management JSON XML Microsoft PowerPoint iOS Development Swift Programming Language iOS Xcode Service Tax Client Coordination                            ,Bachelor of Science - BS University of Gujrat, , ,Software Developer ArfaSoftech,iOS Developer Mobizion,Self Employed Fiverr, ,Mobile App Developer
2822,sachithra-siriwardhane,Java JavaScript HTML Cascading Style Sheets CSS Mobile Application Development SQL MySQL CSS C ObjectOriented Programming OOP Git AngularJS Multithreading JSON XML ModelViewController MVC Microsoft SQL Server Software Engineering Swift Design Patterns iOS Development ObjectiveC Oracle Modelviewviewmodel MVVM Swift Programming Language iOS Xcode PhoneGap Core Data Core Animation RxSwift CocoaPods Cocoa Touch Cocoa                ,Higher Diploma in Computer Based Information Systems National Institute of Business Management,Diploma in Computer Systems Design National Institute of Business Management,High School British Council - Colombo,iOS Developer ESSHVA TECHQ (PVT) LTD,Senior Software Engineer JRC Software,iOS Developer Arimac,Software Engineer - iOS & Hybrid Elegant Media Australia,Mobile App Developer
2823,latika-verma-1a42ba1bb,                                                 , , , ,Mobile Application Developer MobileCoderz Technologies Private Limited, , , ,Mobile App Developer
2824,sohrabonline,Web Hizmetleri                                                 ,Master's degree Azerbaijan State University of Economics • UNEC,Bachelor's degree SABAH groups,Computer Science Baku State University,Mobile Application Developer Frazex LLC,App Developer SHRApp,Android Developer Home, ,Mobile App Developer
2825,mohamed-samir-salem,Java Mobile Application Development Flutter Git JSON XML Data Structures Dart Application Programming Interfaces Ecommerce iOS Development ObjectiveC Swift Programming Language UIKit iOS Testing Swift Problem solving Algorithms Cocoa Pods FireBase Object Oriented Programming OOP Xcode Interface Builder IOS Auto Layout MessageUI MapKit Core Data and Realm Cocoa Touch Core Animation Core Audio Core Location Push Notification with OneSignal Push Notification Local Notification Threading and Concurrency Unit Testing API Development App Debugging and Troubelshotting MVC MVP Distributing an App IOS Activity Lifecycle solid iOS Design Memory Management Bloc Pattern        ,Bachelor of Computer Science Benha University, , ,Senior Mobile Application Developer ashtar.app,Professional IOS & Flutter Developer Integrated Technology Group (ITG),Junior IOS Developer Integrated Technology Group (ITG),Junior IOS Developer Rabt Technology,Mobile App Developer
